Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
chatgpt-java,com.plexpt.chatgpt.entity.billing,Grants,2,0,0,0,7,0,0,0,-1.0,1,0
chatgpt-java,com.plexpt.chatgpt.entity.billing,SubscriptionData,1,0,0,0,6,0,0,0,-1.0,1,0
chatgpt-java,com.plexpt.chatgpt.entity.billing,Usage,3,0,0,0,8,0,0,0,-1.0,2,0
chatgpt-java,com.plexpt.chatgpt.entity.billing,UseageResponse,1,0,0,0,10,0,0,0,-1.0,1,0
chatgpt-java,com.plexpt.chatgpt.entity.chat,ChatChoice,4,0,0,0,15,0,0,0,-1.0,1,1
chatgpt-java,com.plexpt.chatgpt.entity.chat,ChatCompletion,18,0,1,1,82,1,0,0,0.0,7,2
chatgpt-java,com.plexpt.chatgpt.entity.chat,ChatCompletionResponse,7,0,0,0,13,0,0,0,-1.0,4,1
chatgpt-java,com.plexpt.chatgpt.entity.chat,ChatFunction,6,0,0,0,10,0,0,0,-1.0,1,1
chatgpt-java,com.plexpt.chatgpt.entity.chat,ChatParameter,3,0,0,0,5,0,0,0,-1.0,2,0
chatgpt-java,com.plexpt.chatgpt.entity.chat,ChatTool,2,0,0,0,7,0,0,0,-1.0,0,1
chatgpt-java,com.plexpt.chatgpt.entity.chat,ChatToolFunction,6,0,0,0,10,0,0,0,-1.0,1,1
chatgpt-java,com.plexpt.chatgpt.entity.chat,ChatParameter,3,0,0,0,5,0,0,0,-1.0,0,0
chatgpt-java,com.plexpt.chatgpt.entity.chat,FunctionCallResult,2,0,0,0,4,0,0,0,-1.0,3,0
chatgpt-java,com.plexpt.chatgpt.entity.chat,Message,6,0,5,5,31,5,0,0,0.4,9,2
chatgpt-java,com.plexpt.chatgpt.entity.chat,ResponseFormat,2,1,0,0,10,0,0,0,-1.0,1,0
chatgpt-java,com.plexpt.chatgpt.entity.chat,ToolCallResult,3,0,0,0,5,0,0,0,-1.0,0,1
chatgpt-java,com.plexpt.chatgpt.entity.embedding,EmbeddingData,3,0,0,0,20,0,0,0,-1.0,0,0
chatgpt-java,com.plexpt.chatgpt.entity.embedding,EmbeddingRequest,4,0,0,0,34,0,0,0,-1.0,2,0
chatgpt-java,com.plexpt.chatgpt.entity.embedding,EmbeddingResult,4,0,0,0,24,0,0,0,-1.0,1,1
chatgpt-java,com.plexpt.chatgpt.entity.images,Edits,0,0,3,3,19,3,0,0,-1.0,2,0
chatgpt-java,com.plexpt.chatgpt.entity.images,Generations,4,0,2,2,17,2,0,0,0.0,3,0
chatgpt-java,com.plexpt.chatgpt.entity.images,ImagesRensponse,4,0,0,0,11,0,0,0,-1.0,1,0
chatgpt-java,com.plexpt.chatgpt.entity.images,Variations,0,0,3,3,18,3,0,0,-1.0,3,0
chatgpt-java,com.plexpt.chatgpt.exception,ChatException,0,0,1,1,13,1,0,0,-1.0,0,0
chatgpt-java,com.plexpt.chatgpt.listener,AbstractStreamListener,2,0,6,6,72,12,2,0,0.6666666666666666,0,2
chatgpt-java,com.plexpt.chatgpt.listener,ConsoleStreamListener,0,0,2,2,11,2,0,1,-1.0,2,0
chatgpt-java,com.plexpt.chatgpt.listener,SseStreamListener,1,0,2,2,13,2,0,1,0.0,1,1
chatgpt-java,com.plexpt.chatgpt.util,ChatContextHolder,1,0,4,4,45,6,0,0,0.5,1,2
chatgpt-java,com.plexpt.chatgpt.util,FormatDateUtil,0,0,1,1,11,1,0,0,-1.0,0,0
chatgpt-java,com.plexpt.chatgpt.util,Proxys,0,0,2,2,20,2,0,0,-1.0,5,0
chatgpt-java,com.plexpt.chatgpt.util,SseHelper,0,0,2,2,16,2,0,0,-1.0,1,0
chatgpt-java,com.plexpt.chatgpt.util,TokensUtil,2,0,1,1,44,6,0,0,0.0,1,1
